doc_id,fname,sentence,sentence_without_stopwords,cooperative
37279,COOP SICREDI PARANAPANEMA SERRANA P\relatorio_anual_sicrediparanapanemaprsp_2022_ok,"In our Cooperative, employees, core coordinators, young people and women from committees and members of our councils and communities, volunteered to donate clothing, food and cleaning products, in addition to holding events to raise funds.","Cooperative, employees, core coordinators, young people women committees members councils communities, volunteered donate clothing, food cleaning products, addition holding events raise funds.",COOP SICREDI PARANAPANEMA SERRANA P
37285,COOP SICREDI PARANAPANEMA SERRANA P\relatorio_anual_sicrediparanapanemaprsp_2022_ok,"#QuemCooperaRecicla Use your cell phone camera to read the QR Code below and learn more about Recycling and how you can make a difference.48 49 SICREDI PARANAPANEMA PR/SP 2022LOCAL DEVELOPMENTThe entrepreneurial training of the participating women included a product exhibition fair on Day C in the municipality, motivating them to participate weekly in the city's moon fair and to take part in the marketing fair at Colégio Estadual Castro Alves and UENP, in Cornélio Procópio/PR.","#QuemCooperaRecicla Use cell phone camera read QR Code learn Recycling make difference.48 49 PARANAPANEMA PR/SP 2022LOCAL DEVELOPMENTThe entrepreneurial training participating women included product exhibition fair Day C municipality, motivating participate weekly city's moon fair take part marketing fair Colégio Estadual Castro Alves UENP, Cornélio Procópio/PR.",COOP SICREDI PARANAPANEMA SERRANA P
37286,COOP SICREDI PARANAPANEMA SERRANA P\relatorio_anual_sicrediparanapanemaprsp_2022_ok,"Currently, through the experience of the project, these women have pursued their entrepreneurial careers, generating work and income for themselves and their families and contributing to the economy location where they are inserted.","Currently, experience project, women pursued entrepreneurial careers, generating work income families contributing economy location inserted.",COOP SICREDI PARANAPANEMA SERRANA P
37288,COOP SICREDI PARANAPANEMA SERRANA P\relatorio_anual_sicrediparanapanemaprsp_2022_ok,"WOMEN IN OVERCOMING The Women in SuperAction Project was born in 2021, with the purpose of promoting protagonism in society through female strength, encouraging financial inclusion, empowerment and female entrepreneurship in small communities, where opportunities are scarce and challenges are countless.","WOMEN OVERCOMING Women SuperAction Project born 2021, purpose promoting protagonism society female strength, encouraging financial inclusion, empowerment female entrepreneurship small communities, opportunities scarce challenges countless.",COOP SICREDI PARANAPANEMA SERRANA P
37290,COOP SICREDI PARANAPANEMA SERRANA P\relatorio_anual_sicrediparanapanemaprsp_2022_ok,"The Women in SuperAction Project developed me both personally and professionally and opened my eyes to see that I am capable and that what I did and do with so much love was an undertaking, something that should be publicized.","Women SuperAction Project developed personally professionally opened eyes see capable much love undertaking, something publicized.",COOP SICREDI PARANAPANEMA SERRANA P
37359,COOP SICREDI PARANAPANEMA SERRANA P\relatorio_anual_sicrediparanapanemaprsp_2022_ok,"Furthermore, with the Women and Youth committees, the role of leaders in society has significantly increased, notably two members of the Youth Committee, recognized at Wycup, in Scotland.","Furthermore, Women Youth committees, role leaders society significantly increased, notably two members Youth Committee, recognized Wycup, Scotland.",COOP SICREDI PARANAPANEMA SERRANA P
37486,COOP SICREDI PLAN CENTRAL\relatorio-sicrediplanaltocentral-2022,"Our associates also strengthen this movement, especially the 50 members of the Women's Committee who work in their communities to promote gender equality, empowerment and training of women so that they can increasingly assume new roles in protagonism and leadership.","associates also strengthen movement, especially 50 members Women's Committee work communities promote gender equality, empowerment training women increasingly assume new roles protagonism leadership.",COOP SICREDI PLAN CENTRAL
37488,COOP SICREDI PLAN CENTRAL\relatorio-sicrediplanaltocentral-2022,"Mambaí/GO Total: R$ 17,305.83Art and Culture Point - Art and Life Girls and women paint and embroider Rosangela de Castr o Souza Art and culture point.","Mambaí/GO Total: R$ 17,305.83Art Culture Point - Art Life Girls women paint embroider Rosangela de Castr Souza Art culture point.",COOP SICREDI PLAN CENTRAL
37489,COOP SICREDI PLAN CENTRAL\relatorio-sicrediplanaltocentral-2022,"Brasília/DF Total: R$ 17,220.08 Lives save lives - Women's Network Fighting Cancer Technology for all - Saves Yourself Solidarity Education - Caritas São José Parish Women's Network Fighting Cancer.","Brasília/DF Total: R$ 17,220.08 Lives save lives - Women's Network Fighting Cancer Technology - Saves Solidarity Education - Caritas São José Parish Women's Network Fighting Cancer.",COOP SICREDI PLAN CENTRAL
37563,COOP SICREDI PLAN CENTRAL\relatorio-sicrediplanaltocentral-2022,"It is important to highlight the participation of women in the work of our cooperative, as we seek to build a space that enables diversity, respect and inclusion.","important highlight participation women work cooperative, seek build space enables diversity, respect inclusion.",COOP SICREDI PLAN CENTRAL
37586,COOP SICREDI PLAN CENTRAL\relatorio-sicrediplanaltocentral-2022,"Today we have 63.1% of women on our staff collaborators, as we believe that more space for women is more opportunity for everyone's growth.","Today 63.1% women staff collaborators, believe space women opportunity everyone's growth.",COOP SICREDI PLAN CENTRAL
37732,COOP SICREDI PLAN CENTRAL\relatorio-sicrediplanaltocentral-2022,• Women's Committee: we seek to promote diversity and train new leaders for cooperativism and communities.,• Women's Committee: seek promote diversity train new leaders cooperativism communities.,COOP SICREDI PLAN CENTRAL
37785,COOP SICREDI PLAN CENTRAL\relatorio-sicrediplanaltocentral-2022,"Cooperatives are voluntary organizations, open to all people able to use their services and assume responsibilities as members, without gender, social, racial, political and religious discrimination.","Cooperatives voluntary organizations, open people able use services assume responsibilities members, without gender, social, racial, political religious discrimination.",COOP SICREDI PLAN CENTRAL
37954,COOP SICREDI PLAN CENTRAL\relatorio-sicrediplanaltocentral-2022,"Sumit woman On October 28, 2022, in Campo Grande/MS, the 1st Woman Summit took place, with the theme “My essence, our nature”, the event aimed to reflect on female potential in different areas of action, in the family, professional sphere and in society.","Sumit woman October 28, 2022, Campo Grande/MS, 1st Woman Summit took place, theme “My essence, nature”, event aimed reflect female potential different areas action, family, professional sphere society.",COOP SICREDI PLAN CENTRAL
37955,COOP SICREDI PLAN CENTRAL\relatorio-sicrediplanaltocentral-2022,"The Summit featured a diverse program with key speakers on female protagonism, dealing with leadership, empowerment, growth, entrepreneurship, environment, mindfulness, among other topics that reinforce Sicr edi's agenda of inclusion and female protagonism.","Summit featured diverse program key speakers female protagonism, dealing leadership, empowerment, growth, entrepreneurship, environment, mindfulness, among topics reinforce Sicr edi's agenda inclusion female protagonism.",COOP SICREDI PLAN CENTRAL
37956,COOP SICREDI PLAN CENTRAL\relatorio-sicrediplanaltocentral-2022,"Presentation Executive Director Cheilla Girar delo participated in the program in 20 22.50 women Sicredi Planal to Central had 5 participants at the Summit and a highlight, our Executive Director Cheila Girar dello was one of the special guests and presented her story in one of the blocks os.The Summit had a diverse program with key speakers on female protagonism, dealing with leadership, empowerment, growth, entrepreneurship, environment, mindfulness, among other topics that reinforce the agenda of inclusion and protagonism Sicredi's feminine style.","Presentation Executive Director Cheilla Girar delo participated program 20 22.50 women Planal Central 5 participants Summit highlight, Executive Director Cheila Girar dello one special guests presented story one blocks os.The Summit diverse program key speakers female protagonism, dealing leadership, empowerment, growth, entrepreneurship, environment, mindfulness, among topics reinforce agenda inclusion protagonism Sicredi's feminine style.",COOP SICREDI PLAN CENTRAL
37958,COOP SICREDI PLAN CENTRAL\relatorio-sicrediplanaltocentral-2022,"With a national presence, we are in 8 states with more than 40 committees totaling more than 2,500 participating women.","national presence, 8 states 40 committees totaling 2,500 participating women.",COOP SICREDI PLAN CENTRAL
37959,COOP SICREDI PLAN CENTRAL\relatorio-sicrediplanaltocentral-2022,Look for your nearest cooperative or agency and find out about and how to participate in the Women's Committee.,Look nearest cooperative agency find participate Women's Committee.,COOP SICREDI PLAN CENTRAL
37963,COOP SICREDI PLAN CENTRAL\relatorio-sicrediplanaltocentral-2022,This protagonism is perceived when women are mobilize and get involved in the creation of local committees.Comitê Mulher 19 Planalto Central Sicredi 20AME Instituto Trieducação Associação Pestalozzi Amigo Horse APAIInform to cooperate.,protagonism perceived women mobilize get involved creation local committees.Comitê Mulher 19 Planalto Central 20AME Instituto Trieducação Associação Pestalozzi Amigo Horse APAIInform cooperate.,COOP SICREDI PLAN CENTRAL
37983,COOP SICREDI PLAN CENTRAL\relatorio_2021,"Our agencies carried out several actions in the community: setting up agencies, chatting with employees, lives and lots of welcome and September is marked by the Yellow September Campaign - aimed at Campo Alegre/GO in a Motivational lecture at the Assembly of God Church, with the participation of Kedma Crislley Therapist Cognitiva Comportamental.Urutaí/GO Visit local traders to bring a message of support.Speakers at the Mental Health live event in Ipameri/GO Psychologist Marilia Souza Cunha, Administrator and Businesswoman Marcia Santos, Life Coach and Pedagogue Ediene Rodrigues and Landscape Designer and Life coach Denise Alves.Luziânia/GO carries out motivational action in the community.October Rosa October Rosa seeks to raise awareness among more and more women around the world about the importance of early diagnosis of breast cancer, and raising awareness is all about cooperating.","agencies carried several actions community: setting agencies, chatting employees, lives lots welcome September marked Yellow September Campaign - aimed Campo Alegre/GO Motivational lecture Assembly God Church, participation Kedma Crislley Therapist Cognitiva Comportamental.Urutaí/GO Visit local traders bring message support.Speakers Mental Health live event Ipameri/GO Psychologist Marilia Souza Cunha, Administrator Businesswoman Marcia Santos, Life Coach Pedagogue Ediene Rodrigues Landscape Designer Life coach Denise Alves.Luziânia/GO carries motivational action community.October Rosa October Rosa seeks raise awareness among women around world importance early diagnosis breast cancer, raising awareness cooperating.",COOP SICREDI PLAN CENTRAL
37988,COOP SICREDI PLAN CENTRAL\relatorio_2021,Associates from Mambaí/GO receiving guidance on Pink October.Members of the Women's Committee from Rosário/BA participate in Pink October action.Fair action from Urutaí/GO with information on breast cancer prevention.,Associates Mambaí/GO receiving guidance Pink October.Members Women's Committee Rosário/BA participate Pink October action.Fair action Urutaí/GO information breast cancer prevention.,COOP SICREDI PLAN CENTRAL
38006,COOP SICREDI PLAN CENTRAL\relatorio_2021,Catalão/GO - Colégio Veratz Silvânia/GO - Colégio Americano do Brasil Urutaí/GO - Financial Education with Women.,Catalão/GO - Colégio Veratz Silvânia/GO - Colégio Americano Brasil Urutaí/GO - Financial Education Women.,COOP SICREDI PLAN CENTRAL
38086,COOP SICREDI PLAN CENTRAL\relatorio_2021,We believe that more space and Visibility for women is more space for growth for everyone.,believe space Visibility women space growth everyone.,COOP SICREDI PLAN CENTRAL
38108,COOP SICREDI PLAN CENTRAL\relatorio_2021,"We would also like to highlight the active work of our members of the Women's Committee, which today has 50 members who work actively in the Rosário/BA community.","would also like highlight active work members Women's Committee, today 50 members work actively Rosário/BA community.",COOP SICREDI PLAN CENTRAL
38359,COOP SICREDI PLAN CENTRAL\relatorio_2021,Visit: sicredi.com.br/nacomunidadeSocial Fund mil306R$Sicredi Planalto Central includes more than in Resources for projects from the Cristalina/GO Social Fund ŸFighting Covid-19 ŸStackable beds project - AME ŸWorkshops for women's groups - Caixa Esc.,Visit: sicredi.com.br/nacomunidadeSocial Fund mil306R$Sicredi Planalto Central includes Resources projects Cristalina/GO Social Fund ŸFighting Covid-19 ŸStackable beds project - AME ŸWorkshops women's groups - Caixa Esc.,COOP SICREDI PLAN CENTRAL
38362,COOP SICREDI PLAN CENTRAL\relatorio_2021,"of NúceloComité Mulher The Women's Committee is an initiative formed by our members and aims to further involve women in the cooperative's actions, stimulating cooperativism, empowerment and female leadership, reflecting on their roles in the cooperative and in the communities.","NúceloComité Mulher Women's Committee initiative formed members aims involve women cooperative's actions, stimulating cooperativism, empowerment female leadership, reflecting roles cooperative communities.",COOP SICREDI PLAN CENTRAL
38363,COOP SICREDI PLAN CENTRAL\relatorio_2021,"Launched at Sicredi Planalto Central on March 8, 2019, the Committee now has 50 members and has been expanding understanding and debate on gender equality and diversity, reaping good results and expanding female engagement in the communities where we operate.","Launched Planalto Central March 8, 2019, Committee 50 members expanding understanding debate gender equality diversity, reaping good results expanding female engagement communities operate.",COOP SICREDI PLAN CENTRAL
38365,COOP SICREDI PLAN CENTRAL\relatorio_2021,"Women Cooperatives Associates Managers CollaboratorsCouncil Men Women Women Men38% Women 2 out of every 5 core coordinators are women13% WomenOur training Finance in Practice Elaine Jaqueline Metzner is an investment specialist, Financial Coach, author of seven books and MBA finance professor.","Women Cooperatives Associates Managers CollaboratorsCouncil Men Women Women Men38% Women 2 every 5 core coordinators women13% WomenOur training Finance Practice Elaine Jaqueline Metzner investment specialist, Financial Coach, author seven books MBA finance professor.",COOP SICREDI PLAN CENTRAL
38367,COOP SICREDI PLAN CENTRAL\relatorio_2021,"The training took place digitally, this way knowledge can reach all areas our areas of activity, empowering an even greater number of women.","training took place digitally, way knowledge reach areas areas activity, empowering even greater number women.",COOP SICREDI PLAN CENTRAL
38369,COOP SICREDI PLAN CENTRAL\relatorio_2021,Professional Coach by IBC and Ambassador of the Global Network of Women Leaders/WOCCU.,Professional Coach IBC Ambassador Global Network Women Leaders/WOCCU.,COOP SICREDI PLAN CENTRAL
38372,COOP SICREDI PLAN CENTRAL\relatorio_2021,da Morada do Sol Committee Actions Live International Women's Day - Silvânia/GO International Women's Day was marked in Silvânia/GO with a special live on Instagram with the member participation.,da Morada Sol Committee Actions Live International Women's Day - Silvânia/GO International Women's Day marked Silvânia/GO special live Instagram member participation.,COOP SICREDI PLAN CENTRAL
38373,COOP SICREDI PLAN CENTRAL\relatorio_2021,"International Women's Day In Mambaí/GO, the members mobilized to create a group of young people, where it was possible to work on diverse and current topics.","International Women's Day Mambaí/GO, members mobilized create group young people, possible work diverse current topics.",COOP SICREDI PLAN CENTRAL
38445,COOP SICREDI PLAN CENTRAL\tabela_de_tarifas_janeiro_de_2024_-_a3,Sicredi MasterCard Black10 Card (International Differentiated) -Additional Annual Fee Per Year 402.50 Not available Sicredi MasterCard Black10 Card (International Differentiated) -2nd Copy For Issue 25.00 Not available Sicredi MasterCard Black10 Card (Differentiated International) -Credit Withdrawal Per Contract 10.00 Not available Sicredi MasterCard Black Card10 (International Differentiated) -CDA Per Contract 1% of the contracted value9Not available Sicredi Business Card10 (Basic International) -Annual fee per Card Per Year Not available 190.00 Travel assistance service; Emergency withdrawal service; Emergency card replacement; International medical emergency; Insurance for relocation vehicles.,MasterCard Black10 Card (International Differentiated) -Additional Annual Fee Per Year 402.50 available MasterCard Black10 Card (International Differentiated) -2nd Copy Issue 25.00 available MasterCard Black10 Card (Differentiated International) -Credit Withdrawal Per Contract 10.00 available MasterCard Black Card10 (International Differentiated) -CDA Per Contract 1% contracted value9Not available Business Card10 (Basic International) -Annual fee per Card Per Year available 190.00 Travel assistance service; Emergency withdrawal service; Emergency card replacement; International medical emergency; Insurance relocation vehicles.,COOP SICREDI PLAN CENTRAL
38451,COOP SICREDI PLAN CENTRAL\tabela_de_tarifas_janeiro_de_2024_-_a3,"Through purchases made with participating cards, in the credit functionality and for annual fee payments, 1 (one) point will be awarded for Sicredi Gold, Touch and Sicredi Empresarial cards; 1.5point for the Sicredi Platinum card and 2 points for the Sicredi MasterCard Black card, equivalent in value to every 1 (one) North American tourism dollar posted on the monthly invoice.","purchases made participating cards, credit functionality annual fee payments, 1 (one) point awarded Gold, Touch Empresarial cards; 1.5point Platinum card 2 points MasterCard Black card, equivalent value every 1 (one) North American tourism dollar posted monthly invoice.",COOP SICREDI PLAN CENTRAL
38473,COOP SICREDI PLANALT DAS ÁGUAS\07_03_2022_-_sicredi_planalto_das_aguas_2021,"............................................. 16 REPORT ADMINISTRATION ............................................... 19 ASSEMBLY................................................. ...................................... 21 »Accountability to Members ..... ..................................... 22 GOVERNANCE .................................................... ..................................... 24 THÉO IS READY TO HELP YOU ...... ..................... 26 OPEN FINANCE .......................... .................................................... ............ 28 TIME TO CELEBRATE: WE ARE GPTW ............................ ......... 30 SICREDI HOLDS ENVIRONMENT WEEK ............. 32 SICREDI AND SMURFS ............. .................................................... ............... 34 CRESCER PROJECT ............................................... ............................... 36 FINANCIAL EDUCATION ................ .................................................. 38 FRANK CONVERSATION ................................................ ........................... 42 WOMEN’S DIGNITY ................... ............................................... 43 UNION PROGRAM MAKES LIFE ............................................... .... 44 DAY C .................................................... .................................................... ...... 54 AWARDED SAVINGS .............................................. ........................... 62 SOLAR ENERGY ................... .................................................... .............. 64 SICREDI OPENS NEW SPACE IN ENTRE RIOS .......... 66 LGPD ................ .................................................... ...................................... 68 STORIES THAT CONNECT .................................................. ......... 70 SERVICE NETWORK ..................................... .............................. 72 SummarySummary4 ​​Annual Report 2021 Sicredi Planalto das Águas PR|SP Message from the President In 2021, the actions social services played a fundamental role in the communities where we operate.","............................................. 16 REPORT ADMINISTRATION ............................................... 19 ASSEMBLY................................................. ...................................... 21 »Accountability Members ..... ..................................... 22 GOVERNANCE .................................................... ..................................... 24 THÉO READY HELP ...... ..................... 26 OPEN FINANCE .......................... .................................................... ............ 28 TIME CELEBRATE: GPTW ............................ ......... 30 HOLDS ENVIRONMENT WEEK ............. 32 SMURFS ............. .................................................... ............... 34 CRESCER PROJECT ............................................... ............................... 36 FINANCIAL EDUCATION ................ .................................................. 38 FRANK CONVERSATION ................................................ ........................... 42 WOMEN’S DIGNITY ................... ............................................... 43 UNION PROGRAM MAKES LIFE ............................................... .... 44 DAY C .................................................... .................................................... ...... 54 AWARDED SAVINGS .............................................. ........................... 62 SOLAR ENERGY ................... .................................................... .............. 64 OPENS NEW SPACE ENTRE RIOS .......... 66 LGPD ................ .................................................... ...................................... 68 STORIES CONNECT .................................................. ......... 70 SERVICE NETWORK ..................................... .............................. 72 SummarySummary4 ​​Annual Report 2021 Planalto das Águas PR|SP Message President 2021, actions social services played fundamental role communities operate.",COOP SICREDI PLANALT DAS ÁGUAS
38477,COOP SICREDI PLANALT DAS ÁGUAS\07_03_2022_-_sicredi_planalto_das_aguas_2021,"Also, led by the Women's Committee, We developed local actions to collect sanitary pads to donate to organizations that serve teenagers, young people and women in difficulty.","Also, led Women's Committee, developed local actions collect sanitary pads donate organizations serve teenagers, young people women difficulty.",COOP SICREDI PLANALT DAS ÁGUAS
38612,COOP SICREDI PLANALT DAS ÁGUAS\07_03_2022_-_sicredi_planalto_das_aguas_2021,"Annual Report 2021 43 Sicredi Planalto das Águas PR|SP Agência Entre RiosVotuporanga Agency Bonsucesso Agency Pinhão Agency Guarapuava Agency Jales Administrative Headquarters Portal do Lago Agency Manoel Ribas Agency TurvoMulherMulher AgencyDignity of the Women's Dignity Campaign collected many intimate and personal feminine hygiene products, contributing to several charitable entities that serve women and girls with difficulty accessing these products.","Annual Report 2021 43 Planalto das Águas PR|SP Agência Entre RiosVotuporanga Agency Bonsucesso Agency Pinhão Agency Guarapuava Agency Jales Administrative Headquarters Portal Lago Agency Manoel Ribas Agency TurvoMulherMulher AgencyDignity Women's Dignity Campaign collected many intimate personal feminine hygiene products, contributing several charitable entities serve women girls difficulty accessing products.",COOP SICREDI PLANALT DAS ÁGUAS
38613,COOP SICREDI PLANALT DAS ÁGUAS\07_03_2022_-_sicredi_planalto_das_aguas_2021,This campaign was created by the Women's Committee and supported by our agency teams.,campaign created Women's Committee supported agency teams.,COOP SICREDI PLANALT DAS ÁGUAS
38760,COOP SICREDI PLANALT DAS ÁGUAS\07_03_2022_-_sicredi_planalto_das_aguas_2021,Women's Committee carried out local actions focusing on collecting sanitary pads for teenagers and women in vulnerable situations – an action that became law in some municipalities.,Women's Committee carried local actions focusing collecting sanitary pads teenagers women vulnerable situations – action became law municipalities.,COOP SICREDI PLANALT DAS ÁGUAS
38806,COOP SICREDI PLANALT DAS ÁGUAS\07_03_2022_-_sicredi_planalto_das_aguas_2021,"The Sicredi associates included were Kelly Lima, from the cooperative Sicredi Alta Noroeste SP, for her support in the construction of the Women's Booklet, addressing the rights of women in situations of cancer and victims of domestic violence; Rafael Lopes, from Sicredi Paranapanema PR/SP, with the campaign “Let's Help Those Who Need It Most”, encouraging donations in support of victims of a strong windstorm in their region; Guilherme de Melo, also associated with Sicredi Paranapanema PR/SP, with his participation in a project that supported the distribution of soap to needy families in his community.","associates included Kelly Lima, cooperative Alta Noroeste SP, support construction Women's Booklet, addressing rights women situations cancer victims domestic violence; Rafael Lopes, Paranapanema PR/SP, campaign “Let's Help Need Most”, encouraging donations support victims strong windstorm region; Guilherme de Melo, also associated Paranapanema PR/SP, participation project supported distribution soap needy families community.",COOP SICREDI PLANALT DAS ÁGUAS
39315,COOP SICREDI PLANALT DAS ÁGUAS\demonstracoes_financeiras_-_sicredi_planalto_das_aguas_pr_sp_-_2021,The highlight was the release of more than R$19 million to companies of women entrepreneurs; - We plan to expand coverage in our area of ​​operation.,highlight release R$19 million companies women entrepreneurs; - plan expand coverage area ​​operation.,COOP SICREDI PLANALT DAS ÁGUAS
39320,COOP SICREDI PLANALT DAS ÁGUAS\demonstracoes_financeiras_-_sicredi_planalto_das_aguas_pr_sp_-_2021,"We delivered 20 thousand copies of ""Turma da Mônica Jovem"" comic books to high schools and another 15 thousand copies to the public of municipal schools; - On Cooperate Day (Day C), the actions were aimed at collecting food and hygiene materials to help people in social vulnerability during the pandemic; - Under the leadership of the Women's Committee, we developed local actions to collect sanitary pads that were donated to entities that serve teenagers, young people and women in difficulty.","delivered 20 thousand copies ""Turma da Mônica Jovem"" comic books high schools another 15 thousand copies public municipal schools; - Cooperate Day (Day C), actions aimed collecting food hygiene materials help people social vulnerability pandemic; - leadership Women's Committee, developed local actions collect sanitary pads donated entities serve teenagers, young people women difficulty.",COOP SICREDI PLANALT DAS ÁGUAS
40192,COOP SICREDI PROGRESSO PR_SP\relatorio_anual_2021_sicredi_progresso_prsp-16663838309865715582,"proposed in SDG S. also (in mobilization the action of Sicrcdi Wogresso PR/SP, support and training for female leaders facilitated the formation of Women's Committee with more than 25 participating members, The work started in 2018 was reflected in the increase in women elected as core coordinators and counselors in the cooperative.","proposed SDG S. also (in mobilization action Sicrcdi Wogresso PR/SP, support training female leaders facilitated formation Women's Committee 25 participating members, work started 2018 reflected increase women elected core coordinators counselors cooperative.",COOP SICREDI PROGRESSO PR_SP
40193,COOP SICREDI PROGRESSO PR_SP\relatorio_anual_2021_sicredi_progresso_prsp-16663838309865715582,"The Supervisory Board has six participants, three of whom are women and three are men.","Supervisory Board six participants, three women three men.",COOP SICREDI PROGRESSO PR_SP
40195,COOP SICREDI PROGRESSO PR_SP\relatorio_anual_2021_sicredi_progresso_prsp-16663838309865715582,I Council (00% women 54% women O O O O O O O O O O O r\ F'\ /\ /W F\ /N /W /\ F\ /\ KW O O O O O /\ /N FN /\ /\ There are coordinators O O The core professionals are women /\ /\ /\ 55% men 7 women I 6 men Among the activities carried out by the Women's Committee in 2021 were: Meeting with the Committee's coordinators.,Council (00% women 54% women r\ F'\ /\ /W F\ /N /W /\ F\ /\ KW /\ /N FN /\ /\ coordinators core professionals women /\ /\ /\ 55% men 7 women 6 men Among activities carried Women's Committee 2021 were: Meeting Committee's coordinators.,COOP SICREDI PROGRESSO PR_SP
40203,COOP SICREDI PROGRESSO PR_SP\relatorio_anual_2021_sicredi_progresso_prsp-16663838309865715582,"The June meeting will be about Women's Leadership, with a sermon led by the speaker, Solange I imberger.","June meeting Women's Leadership, sermon led speaker, Solange imberger.",COOP SICREDI PROGRESSO PR_SP
40204,COOP SICREDI PROGRESSO PR_SP\relatorio_anual_2021_sicredi_progresso_prsp-16663838309865715582,"In July, another meeting was held with the coordination of the Women's Committee, to discuss planning for the second semester/2021.","July, another meeting held coordination Women's Committee, discuss planning second semester/2021.",COOP SICREDI PROGRESSO PR_SP
40205,COOP SICREDI PROGRESSO PR_SP\relatorio_anual_2021_sicredi_progresso_prsp-16663838309865715582,"In August, the month in which Sicredn Progrssso PR/SF' celebrated 40 years of operation, women participated in the 'Prosa with the President'.","August, month Sicredn Progrssso PR/SF' celebrated 40 years operation, women participated 'Prosa President'.",COOP SICREDI PROGRESSO PR_SP
42132,COOP SICREDI REG CENTRO RS_MG\media_produtos_pastaderelatorios_sicredi_regiao_centro_rs_mg_122021_1,"In another international capture, We seek resources for micro, small and medium-sized Brazilian companies led by women.","another international capture, seek resources micro, small medium-sized Brazilian companies led women.",COOP SICREDI REG CENTRO RS_MG
42133,COOP SICREDI REG CENTRO RS_MG\media_produtos_pastaderelatorios_sicredi_regiao_centro_rs_mg_122021_1,"The initiative includes gender as a criterion for using resources, as well as other social and environmental factors.","initiative includes gender criterion using resources, well social environmental factors.",COOP SICREDI REG CENTRO RS_MG
42928,COOP SICREDI REG PROD RS_SC_MG\media_produtos_pastaderelatorios_sicredi_regiao_centro_rs_mg_122021_1,"In another international capture, We seek resources for micro, small and medium-sized Brazilian companies led by women.","another international capture, seek resources micro, small medium-sized Brazilian companies led women.",COOP SICREDI REG PROD RS_SC_MG
42929,COOP SICREDI REG PROD RS_SC_MG\media_produtos_pastaderelatorios_sicredi_regiao_centro_rs_mg_122021_1,"The initiative includes gender as a criterion for using resources, as well as other social and environmental factors.","initiative includes gender criterion using resources, well social environmental factors.",COOP SICREDI REG PROD RS_SC_MG
43230,COOP SICREDI REGIÃO DOS VALES\relatorio_anual_2021__site-2203490558263994108,DESTINED VALUES FOR INVESTMENT OPERATIONS (in millions of reais) R510.0 Commercialization R5 3'7 and CPR Other Crops R5 32.3 Machinery and implements RS 217.0 MILHGES RS 78.4 Poultry farming RS 23.5 Dairy livestock R5 63.6 Pig farming VALUES DESTINED FOR COSTING OPERATIONS (in million reais) R$11.lJ Other crops RS 31.7 I pay for women R$91.5 million RS 22.10 Pecuén does not purchase inputs from S0|a COSTING R$91.5 million were allocated to costing operations.,DESTINED VALUES INVESTMENT OPERATIONS (in millions reais) R510.0 Commercialization R5 3'7 CPR Crops R5 32.3 Machinery implements RS 217.0 MILHGES RS 78.4 Poultry farming RS 23.5 Dairy livestock R5 63.6 Pig farming VALUES DESTINED COSTING OPERATIONS (in million reais) R$11.lJ crops RS 31.7 pay women R$91.5 million RS 22.10 Pecuén purchase inputs S0|a COSTING R$91.5 million allocated costing operations.,COOP SICREDI REGIÃO DOS VALES
46229,COOP SICREDI SUDOESTE MT_PA\relatorio_anual_sicredi_-_sudoeste_2022_parte_2,"The initiative includes the gender factor as a criterion for the use of resources, as well as other social and environmental factors.","initiative includes gender factor criterion use resources, well social environmental factors.",COOP SICREDI SUDOESTE MT_PA
46270,COOP SICREDI SUDOESTE MT_PA\relatorio_anual_sicredi_-_sudoeste_2022_parte_2,"Report /-\nua(202Z ® 21 thousand hours of training for employees C, 00 1001 employees in the cooperative 60% female Trainee Training Program The Trainee Training Program for new employees aims to provide real experiences to working agencies, with guiding knowledge for the performance of their activities.","Report /-\nua(202Z ® 21 thousand hours training employees C, 00 1001 employees cooperative 60% female Trainee Training Program Trainee Training Program new employees aims provide real experiences working agencies, guiding knowledge performance activities.",COOP SICREDI SUDOESTE MT_PA
46368,COOP SICREDI SUDOESTE MT_PA\relatorio_anual_sicredi_-_sudoeste_2022_parte_2,"Credit for enterprises led by women A line of credit aimed at micro, small and medium-sized Brazilian companies led by women.","Credit enterprises led women line credit aimed micro, small medium-sized Brazilian companies led women.",COOP SICREDI SUDOESTE MT_PA
46424,COOP SICREDI SUDOESTE MT_PA\relatorio_sustentabilidade_sicredi_2021_260422_1,"* These movements seek to increase the participation of women leaders in cooperatives, as well as make a positive impact on their lives in the personal and professional sphere.","* movements seek increase participation women leaders cooperatives, well make positive impact lives personal professional sphere.",COOP SICREDI SUDOESTE MT_PA
